GB_GCA_000010565.1	Pelotomaculum thermopropionicum SI
RS_GCF_001632165.1	Synechococcus sp. MIT S9508
RS_GCF_001632305.1	Paenibacillus glucanolyticus
RS_GCF_001632485.1	Wohlfahrtiimonas chitiniclastica
RS_GCF_001632595.1	Geobacillus subterraneus
RS_GCF_001632745.1	Aquimarina sp. RZW4-3-2
RS_GCF_001632775.1	Dokdonella koreensis DS-123
RS_GCF_001632805.1	Mycobacterium chelonae CCUG 47445
RS_GCF_001632845.1	Ectothiorhodospira sp. BSL-9
RS_GCF_001632865.1	Streptomyces ambofaciens
RS_GCF_001632885.1	Mycobacterium kansasii
RS_GCF_001632915.1	Mycobacterium kansasii
RS_GCF_001632995.1	Rhizobium sp. WYCCWR10015
RS_GCF_001633105.1	Acidovorax sp. GW101-3H11
RS_GCF_001633165.1	Rhodovulum sulfidophilum DSM 1374
RS_GCF_001634265.1	Anoxybacillus sp. B2M1
RS_GCF_001634285.1	Anoxybacillus amylolyticus
RS_GCF_001634305.1	Anoxybacillus sp. B7M1
RS_GCF_001634365.1	Burkholderia sp. OLGA172
RS_GCF_001634385.1	Rathayibacter tanaceti
RS_GCF_001634625.1	Croceicoccus sp. H4
RS_GCF_001634695.1	Erythrobacter sp. HI0019
RS_GCF_001634715.1	Erythrobacter sp. HI0020
RS_GCF_001634725.1	Oceanibulbus sp. HI0021
RS_GCF_001634775.1	Oceanibulbus sp. HI0027
RS_GCF_001634785.1	Oceanibulbus sp. HI0023
RS_GCF_001634795.1	Erythrobacter sp. HI0028
RS_GCF_001634885.1	Oceanibulbus sp. HI0040
RS_GCF_001634995.1	Erythrobacter sp. HI0074
RS_GCF_001635055.1	Oceanibulbus sp. HI0076
RS_GCF_001635065.1	Erythrobacter sp. HI0077
RS_GCF_001635395.1	Oceanibulbus sp. HI0129
RS_GCF_001635435.1	Pseudomonas stutzeri
RS_GCF_001635445.1	Halioglobus sp. HI00S01
RS_GCF_001635455.1	Vibrio sp. HI00D65
RS_GCF_001635465.1	Erythrobacter sp. HI00D59
RS_GCF_001635525.1	Alcanivorax sp. HI0007
RS_GCF_001635605.1	Sulfitobacter sp. HI0054
RS_GCF_001635915.1	Bacillus cereus
RS_GCF_001636015.1	Moraxella ovis
RS_GCF_001636055.1	Pseudomonas putida
RS_GCF_001636155.1	Lactobacillus acetotolerans
RS_GCF_001636295.1	Isoptericola dokdonensis DS-3
RS_GCF_001636315.1	Bacillus mesonae
RS_GCF_001636325.1	Bacillus eiseniae
RS_GCF_001636335.1	Bacillus horneckiae
RS_GCF_001636345.1	Bacillus gottheilii
RS_GCF_001636395.1	Bacillus novalis
RS_GCF_001636415.1	Bacillus drentensis
RS_GCF_001636425.1	Bacillus acidicola
RS_GCF_001636495.1	Bacillus horikoshii
RS_GCF_001636545.1	Kosmotoga arenicorallina S304
RS_GCF_001636565.1	Frankia sp. EI5c
RS_GCF_001636615.1	Mucilaginibacter sp. L294
RS_GCF_001636625.1	Luteibacter rhizovicinus
RS_GCF_001636635.1	Paenibacillus sp. O199
RS_GCF_001636695.1	Pedobacter panaciterrae
RS_GCF_001636835.1	Clostridium coskatii
RS_GCF_001636845.1	Clostridium ljungdahlii
RS_GCF_001636855.1	Clostridium ljungdahlii DSM 13528
RS_GCF_001636925.1	Brevundimonas sp. GW460-12-10-14-LB2
RS_GCF_001636945.1	Streptomyces sp. FXJ1.172
RS_GCF_001637095.1	Achromobacter ruhlandii
RS_GCF_001637165.1	Paenibacillus macquariensis subsp. macquariensis
RS_GCF_001637185.1	Flavobacterium fryxellicola
RS_GCF_001637205.1	Paenibacillus glacialis
RS_GCF_001637215.1	Paenibacillus macquariensis subsp. defensor
RS_GCF_001637225.1	Paenibacillus antarcticus
RS_GCF_001637235.1	Mycoplasma gallinarum
RS_GCF_001637285.1	Pseudomonas thivervalensis
RS_GCF_001637315.1	Phormidium willei BDU 130791
RS_GCF_001637325.1	Ulvibacter sp. LPB0005
RS_GCF_001637335.1	Paenibacillus sp. LPB0068
RS_GCF_001637495.1	Wolbachia endosymbiont of Laodelphax striatella
RS_GCF_001637565.1	Janibacter melonis
RS_GCF_001638645.1	Streptococcus pyogenes
RS_GCF_001638925.1	Sphingomonas sp. NIC1
RS_GCF_001639025.1	Corynebacterium afermentans subsp. afermentans
RS_GCF_001639065.1	Vibrio barjaei
RS_GCF_001639105.1	Azospirillum humicireducens
RS_GCF_001639145.1	Microbulbifer sp. Q7
RS_GCF_001639695.1	Marinomonas aquimarina
RS_GCF_001639725.1	Marinomonas atlantica
RS_GCF_001639745.1	Marinomonas gallaica
RS_GCF_001639905.1	Kosmotoga olearia DU53
RS_GCF_001639925.1	Microbacterium sp. HM58-2
RS_GCF_001639985.1	Paenirhodobacter sp. MME-103
RS_GCF_001640105.1	Hydrogenophaga sp. LPB0072
RS_GCF_001640115.1	Polaribacter atrinae
RS_GCF_001640365.1	Candidatus Arsenophonus triatominarum
RS_GCF_001640565.1	Streptomyces sp. RTd22
RS_GCF_001640785.1	Pediococcus parvulus
RS_GCF_001640865.1	Bacteroides dorei CL03T12C01
RS_GCF_001641005.1	Rathayibacter tritici
RS_GCF_001641065.1	Clostridiales bacterium KLE1615
RS_GCF_001641085.1	Vitellibacter soesokkakensis
RS_GCF_001641125.1	Arthrobacter sp. OY3WO11
RS_GCF_001641135.1	Pantoea sp. OXWO6B1
RS_GCF_001641285.1	Dyella thiooxydans
RS_GCF_001641305.1	Enterococcus hirae
RS_GCF_001641335.1	Bradyrhizobium stylosanthis
RS_GCF_001641385.1	Pediococcus inopinatus
RS_GCF_001641405.1	Tenacibaculum ovolyticum
RS_GCF_001641425.1	Agrobacterium tumefaciens
RS_GCF_001641515.1	Achromobacter sp. KCJK1731
RS_GCF_001641525.1	Achromobacter xylosoxidans
RS_GCF_001641615.1	Pseudoalteromonas gelatinilytica
RS_GCF_001641635.1	Bradyrhizobium sp. BR 10245
RS_GCF_001641695.1	Bradyrhizobium neotropicale
RS_GCF_001641755.1	Microbulbifer sp. WRN-8
RS_GCF_001641825.1	Halothiobacillus sp. WRN-7
RS_GCF_001642025.1	Propionibacterium namnetense
RS_GCF_001642085.1	Streptococcus pantholopis
RS_GCF_001642135.1	Streptococcus pyogenes
RS_GCF_001642325.1	Thermodesulfatator autotrophicus
RS_GCF_001642575.1	Xanthomonas sp. WHRI 8848
RS_GCF_001642615.1	Gluconobacter japonicus
RS_GCF_001642635.1	Acetobacter malorum
RS_GCF_001642655.1	Clostridium tyrobutyricum
RS_GCF_001642705.1	Pseudomonas sp. p21
RS_GCF_001642725.1	Acidibacillus ferrooxidans
RS_GCF_001642735.1	Pseudohongiella sp. SCS-49
RS_GCF_001642775.1	Pseudohongiella sp. SCS-111
RS_GCF_001642835.1	Tamlana agarivorans
RS_GCF_001642915.1	Roseimaritima ulvae
RS_GCF_001642935.1	Fictibacillus arsenicus
RS_GCF_001642945.1	Rhodobacteraceae bacterium SB2
RS_GCF_001642955.1	Rubripirellula obstinata
RS_GCF_001642995.1	Streptomyces sp. G25
RS_GCF_001643015.1	Corynebacterium sp. JZ16
RS_GCF_001643075.1	Corynebacterium stationis
RS_GCF_001643095.1	Methylobacterium populi
RS_GCF_001643135.1	Sphingobium yanoikuyae
RS_GCF_001643155.1	Serratia marcescens
RS_GCF_001643175.1	Dietzia cinnamea
RS_GCF_001643245.1	[Bacillus] aminovorans
RS_GCF_001643295.1	Xanthomonas arboricola pv. juglandis
RS_GCF_001643375.1	Epilithonimonas sp. J200
RS_GCF_001643775.1	Denitrobacterium detoxificans
RS_GCF_001643955.1	Campylobacter hyointestinalis subsp. hyointestinalis LMG 9260
RS_GCF_001643975.1	Campylobacter hyointestinalis subsp. lawsonii
RS_GCF_001643995.1	Campylobacter iguaniorum
RS_GCF_001644015.1	Methylomonas lenta
RS_GCF_001644025.1	Methylomonas koyamae
RS_GCF_001644035.1	Methylomonas methanica
RS_GCF_001644095.1	Methylomonas koyamae
RS_GCF_001644115.1	Methylomonas methanica
RS_GCF_001644125.1	Methylosinus sp. R-45379
RS_GCF_001644135.1	Methylomonas koyamae
RS_GCF_001644225.1	Microbacterium oleivorans
RS_GCF_001644565.1	Deinococcus puniceus
RS_GCF_001644575.1	Mycobacterium sp. YC-RL4
RS_GCF_001644605.1	Paenibacillus swuensis
RS_GCF_001644645.1	Flavisolibacter sp. LCS9
RS_GCF_001644665.1	Fervidobacterium pennivorans
RS_GCF_001644685.1	Methylomonas sp. DH-1
RS_GCF_001644705.1	Dickeya solani IPO 2222
RS_GCF_001644855.1	Ralstonia solanacearum
RS_GCF_001644955.1	Pseudomonas putida
RS_GCF_001644975.1	Piscirickettsiaceae bacterium NZ-RLO
RS_GCF_001645135.1	Burkholderia panaciterrae
RS_GCF_001645165.1	Gluconobacter cerinus
RS_GCF_001645185.1	Methylobacillus sp. MM2
RS_GCF_001645205.1	Brevibacillus sp. SKDU10
RS_GCF_001645385.1	Rhodococcus kyotonensis
RS_GCF_001645445.1	Bacillus wiedmannii
RS_GCF_001645685.2	Bacillus muralis
RS_GCF_001645705.1	Bacillus galactosidilyticus
RS_GCF_001646655.1	Rhodococcus gordoniae
RS_GCF_001646665.1	Streptomyces albulus
RS_GCF_001646675.1	Rhodococcus corynebacterioides
RS_GCF_001646725.1	Rhodococcus kroppenstedtii
RS_GCF_001646785.1	Rhodococcus phenolicus
RS_GCF_001646825.1	Rhodococcus rhodochrous
RS_GCF_001646865.1	Rhodococcus kunmingensis
RS_GCF_001646945.1	Endozoicomonas ascidiicola
RS_GCF_001646955.1	Endozoicomonas ascidiicola
RS_GCF_001647025.1	Endozoicomonas atrinae
RS_GCF_001647175.1	Rhodococcus sp. EPR-279
RS_GCF_001647185.1	Rhodococcus sp. EPR-147
RS_GCF_001647195.1	Rhodococcus sp. EPR-157
RS_GCF_001647255.1	Cellulosimicrobium sp. I38E
RS_GCF_001647275.1	Rufibacter sp. CCM 8646
RS_GCF_001647285.1	Rufibacter roseus
RS_GCF_001647535.1	Acinetobacter sp. SFA
RS_GCF_001647545.1	Acinetobacter sp. SFB
RS_GCF_001647575.1	Acinetobacter sp. SFD
RS_GCF_001647595.1	Acinetobacter sp. SFC
RS_GCF_001647615.1	Akkermansia sp. KLE1605
RS_GCF_001647635.1	Leifsonia xyli
RS_GCF_001647675.1	Acinetobacter sp. NCu2D-2
RS_GCF_001647695.1	[Haemophilus] ducreyi
RS_GCF_001647715.1	Pseudomonas antarctica
RS_GCF_001648025.1	Wolbachia endosymbiont of Dactylopius coccus
RS_GCF_001648155.1	Chryseobacterium sp. IHB B 10212
RS_GCF_001648175.1	Halotalea alkalilenta
RS_GCF_001648195.1	Pseudomonas stutzeri
RS_GCF_001648235.1	Eikenella corrodens
RS_GCF_001648245.1	Eikenella corrodens
RS_GCF_001648265.1	Eikenella corrodens
RS_GCF_001648315.1	Eikenella corrodens
RS_GCF_001648335.1	Eikenella corrodens
RS_GCF_001648345.1	Eikenella sp. NML01-A-086
RS_GCF_001648355.1	Eikenella sp. NML02-A-017
RS_GCF_001648395.1	Eikenella sp. NML03-A-027
RS_GCF_001648415.1	Eikenella sp. NML070372
RS_GCF_001648425.1	Eikenella sp. NML080894
RS_GCF_001648435.1	Eikenella sp. NML120348
RS_GCF_001648475.1	Eikenella sp. NML130454
RS_GCF_001648495.1	Eikenella sp. NML96-A-049
RS_GCF_001648505.1	Eikenella sp. NML97-A-109
RS_GCF_001648535.1	Eikenella sp. NML99-0057
RS_GCF_001648575.1	Bacillus horikoshii DSM 8719
RS_GCF_001648595.1	Fluoribacter bozemanae
RS_GCF_001648615.1	Legionella feeleii
RS_GCF_001648675.1	Legionella jordanis
RS_GCF_001648685.1	Fluoribacter gormanii
RS_GCF_001648775.1	Pseudomonas fluorescens
RS_GCF_001648895.1	Methylovorus sp. MM1
RS_GCF_001649505.1	Brevibacillus brevis
RS_GCF_001649535.1	Agrobacterium rhizogenes
RS_GCF_001649715.1	Aerococcus urinae
RS_GCF_001650025.1	Devosia sp. S37
RS_GCF_001650175.1	Opitutaceae bacterium TSB47
RS_GCF_001650195.1	Phormidesmis priestleyi BC1401
RS_GCF_001650215.1	Streptomyces sp. RTd22
RS_GCF_001650315.1	Streptococcus sp. CCUG 49591
RS_GCF_001650345.1	Photobacterium jeanii
RS_GCF_001650405.1	Microbacterium sp. H83
RS_GCF_001650455.1	Plantibacter sp. H53
RS_GCF_001650495.1	Mycobacterium iranicum
RS_GCF_001650635.1	Magnetospirillum moscoviense
RS_GCF_001650695.1	Chloroflexus sp. isl-2
RS_GCF_001650715.1	Magnetospirillum marisnigri
RS_GCF_001650725.1	Sphingobium sp. TCM1
RS_GCF_001650735.1	Sphingomonas sp. TDK1
RS_GCF_001650765.1	Marinobacter sp. EhN04
RS_GCF_001650795.1	Sulfitobacter geojensis
RS_GCF_001650805.1	Erythrobacter sp. EhN03
RS_GCF_001650835.1	Sulfitobacter pontiacus
RS_GCF_001650845.1	Jannaschia sp. EhC01
RS_GCF_001650875.1	Sulfitobacter sp. EhC04
RS_GCF_001650895.1	Rhodobacteraceae bacterium EhC02
RS_GCF_001650905.1	Balneola sp. EhC07
RS_GCF_001650915.1	Marinobacter sp. EhC06
RS_GCF_001650955.1	Sphingomonadales bacterium EhC05
RS_GCF_001650975.1	Roseovarius indicus
RS_GCF_001651035.1	Halomonas sp. ALS9
RS_GCF_001651345.1	Staphylococcus lentus
RS_GCF_001651785.1	Amycolatopsis sp. M39
RS_GCF_001651805.1	Marinobacterium sp. ST58-10
RS_GCF_001651825.1	Dietzia timorensis
RS_GCF_001651855.1	Sinorhizobium americanum
RS_GCF_001651865.1	Ensifer glycinis
RS_GCF_001651875.1	Sinorhizobium saheli
RS_GCF_001652025.1	Lactobacillus aviarius
RS_GCF_001652035.1	Lactobacillus aviarius
RS_GCF_001652045.1	Lactobacillus aviarius
RS_GCF_001652055.1	Lactobacillus aviarius
RS_GCF_001652105.1	Lactobacillus aviarius
RS_GCF_001652115.1	Lactobacillus aviarius
RS_GCF_001652125.1	Lactobacillus aviarius
RS_GCF_001652145.1	Lactobacillus aviarius
RS_GCF_001652185.1	Acidithiobacillus ferrooxidans
RS_GCF_001652265.1	Rhizobium leguminosarum
RS_GCF_001652275.1	Actinomycetaceae bacterium BA112
RS_GCF_001652315.1	Psychrobacter sp. SHUES1
RS_GCF_001652445.1	Thalassotalea sp. LPB0090
RS_GCF_001652465.1	Microbacterium chocolatum
RS_GCF_001652485.1	Ochrobactrum pseudogrignonense
RS_GCF_001652505.1	Lelliottia amnigena
RS_GCF_001652565.1	Shinella sp. HZN7
RS_GCF_001652585.1	Thermosulfurimonas dismutans
RS_GCF_001652705.1	Christensenella minuta
RS_GCF_001652725.1	Pedobacter sp. CCM 8644
RS_GCF_001652875.1	Enterococcus thailandicus
RS_GCF_001652915.1	Cupriavidus sp. D384
RS_GCF_001653015.1	Rickettsia sp. Tenjiku01
RS_GCF_001653075.1	Planomonospora sphaerica
RS_GCF_001653095.1	Hoyosella altamirensis
RS_GCF_001653115.1	Streptomyces sp. F-3
RS_GCF_001653155.1	Porphyromonadaceae bacterium H1
RS_GCF_001653175.1	Porphyromonadaceae bacterium H1
RS_GCF_001653195.1	Hydrogenibacillus schlegelii
RS_GCF_001653335.1	Nocardioides dokdonensis FR1436
RS_GCF_001653375.1	Helicobacter pylori
RS_GCF_001653395.1	Helicobacter pylori
RS_GCF_001653415.1	Helicobacter pylori
RS_GCF_001653435.1	Helicobacter pylori
RS_GCF_001653455.1	Helicobacter pylori
RS_GCF_001653475.1	Helicobacter pylori
RS_GCF_001653515.1	Streptomyces sp. ERV7
RS_GCF_001653565.1	Paenibacillus sp. 1ZS3-15
RS_GCF_001653715.1	Methylobacterium platani
RS_GCF_001653755.1	Dokdonia donghaensis DSW-1
RS_GCF_001653795.1	Mitsuaria sp. 7
RS_GCF_001653825.1	Opitutaceae bacterium TAV4
RS_GCF_001653935.1	Ralstonia insidiosa
RS_GCF_001653955.1	Francisella persica ATCC VR-331
RS_GCF_001653975.1	Chlamydia sp. 2742-308
RS_GCF_001654435.1	Pseudomonas citronellolis
RS_GCF_001654455.1	Niabella sp. BS26
RS_GCF_001654495.1	Streptomyces sp. SAT1
RS_GCF_001654515.1	Pseudomonas koreensis
RS_GCF_001654565.1	Lactobacillus aviarius
RS_GCF_001654615.1	Lactobacillus aviarius
RS_GCF_001654625.1	Lactobacillus aviarius
RS_GCF_001654655.1	Lactobacillus aviarius
RS_GCF_001654675.1	Lactobacillus aviarius
RS_GCF_001654695.1	Bacillus litoralis
RS_GCF_001654775.1	Orientia tsutsugamushi
RS_GCF_001654785.1	Orientia tsutsugamushi
RS_GCF_001654795.1	Orientia tsutsugamushi
RS_GCF_001654835.1	Buttiauxella gaviniae ATCC 51604
RS_GCF_001654845.1	Enterobacter soli ATCC BAA-2102
RS_GCF_001654855.1	Cosenzaea myxofaciens ATCC 19692
RS_GCF_001654865.1	Buttiauxella noackiae ATCC 51607
RS_GCF_001654915.1	Buttiauxella ferragutiae ATCC 51602
RS_GCF_001654925.1	Buttiauxella brennerae ATCC 51605
RS_GCF_001654965.1	Proteus hauseri ATCC 700826
RS_GCF_001654985.1	Kluyvera georgiana ATCC 51603
RS_GCF_001655005.1	Hafnia paralvei ATCC 29927
RS_GCF_001655035.1	Obesumbacterium proteus ATCC 12841
RS_GCF_001655055.1	Providencia heimbachae ATCC 35613
RS_GCF_001655245.1	Mycobacterium vaccae 95051
RS_GCF_001655615.1	Pseudomonas sp. GR 6-02
RS_GCF_001655635.1	Photobacterium sp. J15
RS_GCF_001655645.1	Geobacillus thermoglucosidasius
RS_GCF_001655675.1	Mangrovibacter sp. MP23
RS_GCF_001655685.1	Desulfotomaculum sp. LMa1
RS_GCF_001655775.1	Candidatus Arthromitus sp. SFB-turkey
RS_GCF_001656035.1	Yersinia entomophaga
RS_GCF_001656095.1	Moraxella catarrhalis
RS_GCF_001656105.1	Moraxella catarrhalis
RS_GCF_001656115.1	Moraxella catarrhalis
RS_GCF_001656125.1	Moraxella catarrhalis
RS_GCF_001656175.1	Moraxella catarrhalis
RS_GCF_001656195.1	Moraxella catarrhalis
RS_GCF_001656205.1	Moraxella catarrhalis
RS_GCF_001656215.1	Moraxella catarrhalis
RS_GCF_001656255.1	Moraxella catarrhalis
RS_GCF_001656285.1	Moraxella catarrhalis
RS_GCF_001656295.1	Moraxella catarrhalis
RS_GCF_001656335.1	Moraxella catarrhalis
RS_GCF_001656355.1	Moraxella catarrhalis
RS_GCF_001656375.1	Moraxella catarrhalis
RS_GCF_001656385.1	Moraxella catarrhalis
RS_GCF_001656415.1	Moraxella catarrhalis
RS_GCF_001656425.1	Moraxella catarrhalis
RS_GCF_001656455.1	Moraxella catarrhalis
RS_GCF_001656475.1	Moraxella catarrhalis
RS_GCF_001656495.1	Moraxella catarrhalis
RS_GCF_001656505.1	Moraxella catarrhalis
RS_GCF_001657475.1	Enteractinococcus helveticum
RS_GCF_001657485.1	Rhizobium sp. WYCCWR10014
RS_GCF_001657575.1	Bacteroidales bacterium Barb4
RS_GCF_001657585.1	Bacteroidales bacterium Barb6XT
RS_GCF_001657625.1	Bacteroidales bacterium Barb6
RS_GCF_001657815.1	Streptobacillus moniliformis
RS_GCF_001657895.1	Streptococcus salivarius
RS_GCF_001658005.1	Sphingobium sp. EP60837
RS_GCF_001658025.1	Kosakonia oryzae
RS_GCF_001658045.1	Dietzia sp. 111N12-1
RS_GCF_001658125.1	Cupriavidus gilardii
RS_GCF_001659685.1	Saccharicrinis marinus
RS_GCF_001659705.1	Arachidicoccus sp. BS20
RS_GCF_001659725.1	Polynucleobacter sp. QLW-P1FAT50C-4
RS_GCF_001659965.1	Xanthomonas translucens pv. poae
RS_GCF_001659985.1	Oceanobacillus sp. Castelsardo
RS_GCF_001660045.1	Streptomyces parvulus
RS_GCF_001660175.1	Escherichia sp. B1147
RS_GCF_001660385.1	Thermobifida halotolerans
RS_GCF_001660395.1	Alteromonadaceae bacterium XY-R5
RS_GCF_001660485.1	Agromyces sp. AR33
RS_GCF_001660745.1	Gardnerella sp. 26-12
RS_GCF_001660815.1	Xanthomonas sp. WHRI 8853
RS_GCF_001661075.1	Pseudomonas sp. A3
RS_GCF_001661495.1	Pseudoalteromonas prydzensis
RS_GCF_001661675.1	Croceicoccus marinus
RS_GCF_001661915.1	Croceicoccus pelagius
RS_GCF_001661965.1	Croceicoccus mobilis
RS_GCF_001662055.1	Rhizobium bangladeshense
RS_GCF_001662075.1	Rhizobium bangladeshense
RS_GCF_001662105.1	Rhizobium aegyptiacum
RS_GCF_001662125.1	Rhizobium bangladeshense
RS_GCF_001662245.1	Pseudoalteromonas mariniglutinosa
RS_GCF_001662285.1	Halomonas sinaiensis
RS_GCF_001662305.1	Halomonas caseinilytica
RS_GCF_001662485.1	Flavobacterium succinicans
RS_GCF_001662505.1	Rhodococcus qingshengii
RS_GCF_001662775.1	Microbacterium arborescens
RS_GCF_001662835.1	Thalassospira profundimaris
RS_GCF_001662875.1	Thalassospira tepidiphila MCCC 1A03514
RS_GCF_001663155.1	Altererythrobacter ishigakiensis
RS_GCF_001663175.1	Porphyrobacter neustonensis
RS_GCF_001663415.1	Ralstonia solanacearum
RS_GCF_001663515.1	Halomonas sp. G11
RS_GCF_001663575.1	Bacillus subtilis
RS_GCF_001663585.1	Paenibacillus polymyxa
RS_GCF_001663655.1	Lactobacillus backii
RS_GCF_001663675.1	Lactobacillus backii
RS_GCF_001663695.1	Acinetobacter calcoaceticus
RS_GCF_001663715.1	Lactobacillus backii
RS_GCF_001663735.1	Lactobacillus backii
RS_GCF_001663755.1	Lactobacillus backii
RS_GCF_001663775.1	Arthrobacter sp. B6
RS_GCF_001663815.1	Halothiobacillus sp. LS2
RS_GCF_001663835.1	Lactobacillus curvatus
RS_GCF_001663855.1	Ralstonia insidiosa
RS_GCF_001664085.1	Rhizobium sp. N1341
RS_GCF_001664125.1	Rhizobium phaseoli
RS_GCF_001664145.1	Rhizobium sp. N731
RS_GCF_001664165.1	Rhizobium phaseoli
RS_GCF_001664265.1	Rhizobium etli
RS_GCF_001664285.1	Rhizobium phaseoli
RS_GCF_001664305.1	Rhizobium sp. N1314
RS_GCF_001664325.1	Rhizobium sp. N621
RS_GCF_001664345.1	Rhizobium sp. N113
RS_GCF_001664465.1	Rhizobium sp. N6212
RS_GCF_001664485.1	Rhizobium sp. N324
RS_GCF_001664525.1	Rhizobium sp. N871
RS_GCF_001664545.1	Rhizobium sp. N741
RS_GCF_001665235.1	Mycobacterium sp. 1100029.7
RS_GCF_001665255.1	Mycobacterium sp. 1482268.1
RS_GCF_001665295.1	Mycobacterium sp. 1554424.7
RS_GCF_001665315.1	Mycobacterium fortuitum
RS_GCF_001665375.1	Mycobacterium mucogenicum
RS_GCF_001665395.1	Mycobacterium sp. 1164966.3
RS_GCF_001665525.1	Nocardia sp. 852002-51244_SCH5132740
RS_GCF_001665535.1	Mycobacterium sp. 852002-51961_SCH5331710
RS_GCF_001665575.1	Mycobacterium sp. 852013-51886_SCH5428379
RS_GCF_001665605.1	Mycobacterium sp. 852014-50255_SCH5639931
RS_GCF_001665615.1	Mycobacterium sp. 852014-52144_SCH5372336
RS_GCF_001665625.1	Mycobacterium peregrinum
RS_GCF_001665645.1	Mycobacterium sp. 852002-30065_SCH5024008
RS_GCF_001665685.1	Mycobacterium sp. 852013-50091_SCH5140682
RS_GCF_001665695.1	Nocardia sp. 852002-51101_SCH5132738
RS_GCF_001665715.1	Gordonia sp. 852002-10350_SCH5691597
RS_GCF_001665755.1	Mycobacterium sp. 852014-51730_SCH5271717
RS_GCF_001665785.1	Mycobacterium peregrinum
RS_GCF_001665835.1	Mycobacterium colombiense
RS_GCF_001665875.1	Mycobacterium sp. 852002-40037_SCH5390672
RS_GCF_001665905.1	Gordonia sp. 852002-50395_SCH5434458
RS_GCF_001665945.1	Kocuria sp. ICS0012
RS_GCF_001666745.1	Mycobacterium sp. E2699
RS_GCF_001666755.1	Mycobacterium sp. E1214
RS_GCF_001666835.1	Mycobacterium sp. E3251
RS_GCF_001666865.1	Mycobacterium sp. E136
RS_GCF_001666875.1	Mycobacterium sp. E802
RS_GCF_001666915.1	Mycobacterium sp. E3339
RS_GCF_001666935.1	Mycobacterium sp. E188
RS_GCF_001666995.1	Mycobacterium heraklionense
RS_GCF_001667015.1	Mycobacterium sp. E3198
RS_GCF_001667035.1	Mycobacterium sp. 852002-51057_SCH5723018
RS_GCF_001667065.1	Mycobacterium sp. 852002-51296_SCH5728562-a
RS_GCF_001667075.1	Mycobacterium sp. 852014-52450_SCH5900713
RS_GCF_001667105.1	Mycobacterium sp. 852002-51152_SCH6134967
RS_GCF_001667115.1	Mycobacterium sp. 852002-51163_SCH5372311
RS_GCF_001667145.1	Mycobacterium sp. 852002-51971_SCH5477799-a
RS_GCF_001667155.1	Mycobacterium sp. 852002-53434_SCH5985345
RS_GCF_001667185.1	Mycobacterium sp. 852002-50816_SCH5313054-b
RS_GCF_001667205.1	Mycobacterium peregrinum
RS_GCF_001667265.1	Mycobacterium sp. ACS4331
RS_GCF_001667275.1	Mycobacterium sp. ACS4054
RS_GCF_001667315.1	Mycobacterium sp. 852002-10029_SCH5224772
RS_GCF_001667375.1	Mycobacterium sinense
RS_GCF_001667395.1	Mycobacterium sinense
RS_GCF_001667425.1	Mycobacterium sp. 852002-51613_SCH5001154
RS_GCF_001667505.1	Mycobacterium sp. ACS1612
RS_GCF_001667525.1	Mycobacterium szulgai
RS_GCF_001667585.1	Mycobacterium sp. E2733
RS_GCF_001667595.1	Mycobacterium sp. E2989
RS_GCF_001667655.1	Mycobacterium intracellulare
RS_GCF_001667665.1	Mycobacterium sp. E342
RS_GCF_001667695.1	Mycobacterium sp. E152
RS_GCF_001667705.1	Mycobacterium intracellulare
RS_GCF_001667735.1	Mycobacterium sp. E183
RS_GCF_001667745.1	Mycobacterium sp. E1319
RS_GCF_001667775.1	Mycobacterium sp. E1747
RS_GCF_001667785.1	Mycobacterium sp. E3247
RS_GCF_001667835.1	Mycobacterium sp. E3078
RS_GCF_001667865.1	Mycobacterium sp. E3121
RS_GCF_001667885.1	Mycobacterium scrofulaceum
RS_GCF_001667905.1	Mycobacterium colombiense
RS_GCF_001667925.1	Mycobacterium sp. E2479
RS_GCF_001667945.1	Mycobacterium sinense
RS_GCF_001667995.1	Mycobacterium sp. E2660
RS_GCF_001668575.1	Mycobacterium sp. 1164985.4
RS_GCF_001668615.1	Mycobacterium sp. 1274761.0
RS_GCF_001668625.1	Mycobacterium sp. 1274756.6
RS_GCF_001668675.1	Mycobacterium asiaticum
RS_GCF_001668695.1	Mycobacterium sp. E2497
RS_GCF_001668725.1	Mycobacterium sp. E787
RS_GCF_001669345.1	Mycobacterium asiaticum
RS_GCF_001669775.1	Rheinheimera sp. SA_1
RS_GCF_001670765.1	Riemerella anatipestifer
RS_GCF_001672295.1	Desulfovibrio sp. JC271
